# Program:featureCounts v1.6.2; Command:"/scratch/Arun/Projects/example/subread-1.6.2-source/bin/featureCounts" "-t" "gene" "-a" "/scratch/Arun/Reference/Drosophila_melanogaster/Flybase/dmel-all-r6.28.gtf" "-Q" "10" "-o" "gene_count_mq10.txt" "-T" "15" "FatBody_Control_oil_16.out.bam" "FatBody_Control_oil_17.out.bam" "FatBody_Control_oil_22.out.bam" "FatBody_Control_oil_8.out.bam" "FatBody_Oil_oil_18.out.bam" "FatBody_Oil_oil_19.out.bam" "FatBody_Oil_oil_23.out.bam" "FatBody_Oil_oil_9.out.bam" "FatBody_WaspExtract_oil_20.out.bam" "FatBody_WaspExtract_oil_21.out.bam" "FatBody_WaspExtract_oil_24.out.bam" "FatBody_WaspExtract_oil_4.out.bam" "Hemocytes_Control_oil_10.out.bam" "Hemocytes_Control_oil_13.out.bam" "Hemocytes_Control_oil_1.out.bam" "Hemocytes_Control_oil_5.out.bam" "Hemocytes_Oil_oil_11.out.bam" "Hemocytes_Oil_oil_14.out.bam" "Hemocytes_Oil_oil_2.out.bam" "Hemocytes_Oil_oil_6.out.bam" "Hemocytes_WaspExtract_oil_12.out.bam" "Hemocytes_WaspExtract_oil_15.out.bam" "Hemocytes_WaspExtract_oil_3.out.bam" "Hemocytes_WaspExtract_oil_7.out.bam" 
Geneid	Chr	Start	End	Strand	Length	FatBody_Control_oil_16.out.bam	FatBody_Control_oil_17.out.bam	FatBody_Control_oil_22.out.bam	FatBody_Control_oil_8.out.bam	FatBody_Oil_oil_18.out.bam	FatBody_Oil_oil_19.out.bam	FatBody_Oil_oil_23.out.bam	FatBody_Oil_oil_9.out.bam	FatBody_WaspExtract_oil_20.out.bam	FatBody_WaspExtract_oil_21.out.bam	FatBody_WaspExtract_oil_24.out.bam	FatBody_WaspExtract_oil_4.out.bam	Hemocytes_Control_oil_10.out.bam	Hemocytes_Control_oil_13.out.bam	Hemocytes_Control_oil_1.out.bam	Hemocytes_Control_oil_5.out.bam	Hemocytes_Oil_oil_11.out.bam	Hemocytes_Oil_oil_14.out.bam	Hemocytes_Oil_oil_2.out.bam	Hemocytes_Oil_oil_6.out.bam	Hemocytes_WaspExtract_oil_12.out.bam	Hemocytes_WaspExtract_oil_15.out.bam	Hemocytes_WaspExtract_oil_3.out.bam	Hemocytes_WaspExtract_oil_7.out.bam
FBgn0031058	X	19687791	19688948	-	1158	11	1	2	4	4	4	5	1	1	3	7	12	16	2	12	10	14	14	9	17	8	5	13	5
FBgn0043903	X	19676061	19683518	-	7458	189	73	342	88	119	197	218	147	171	271	383	352	319	31	152	207	424	214	237	294	94	75	147	127
FBgn0031055	X	19672312	19675891	-	3580	498	112	485	303	242	403	472	397	330	541	833	795	2229	159	820	1247	3130	1329	1918	1013	775	598	1058	1046
FBgn0031053	X	19659442	19663971	-	4530	4	1	12	8	3	3	5	4	4	5	12	23	22	3	3	13	33	14	10	15	4	3	8	7
FBgn0031051	X	19646306	19652269	-	5964	435	167	703	255	361	491	595	478	328	489	627	877	1302	115	360	764	1730	794	981	871	483	387	669	597
FBgn0031050	X	19644531	19646176	-	1646	83	30	148	60	54	116	133	113	71	116	137	175	528	58	153	271	664	302	442	281	301	262	362	322
FBgn0031048	X	19641191	19642869	-	1679	185	63	276	110	132	249	271	216	131	149	292	324	562	60	185	244	593	222	338	240	97	117	153	135
FBgn0031043	X	19621451	19623074	-	1624	312	89	332	144	195	348	369	262	184	241	367	504	743	89	243	379	828	324	502	373	342	269	508	493
FBgn0031042	X	19618819	19621245	-	2427	9	1	9	5	7	6	7	5	6	4	9	10	13	1	5	1	15	6	5	10	6	2	1	2
FBgn0031036	X	19599803	19601851	-	2049	77	17	99	20	49	98	82	55	39	93	146	147	311	38	111	132	351	155	225	165	132	110	162	151
FBgn0031033	X	19587348	19590170	-	2823	0	0	1	0	0	0	1	0	0	0	0	1	5	4	0	0	0	64	0	47	0	0	0	1
FBgn0031031	X	19580350	19581981	-	1632	0	0	1	0	2	1	1	0	1	6	0	5	36	5	1	1	9	34	7	5	24	26	10	6
FBgn0031030	X	19569721	19579800	-	10080	423	168	694	212	347	514	549	416	403	504	813	856	2690	191	812	2052	5844	3653	3493	2603	5243	4366	6330	7221
FBgn0026430	X	19559431	19565764	-	6334	115	24	197	34	69	57	126	116	59	165	178	240	601	65	195	349	906	514	544	370	525	392	756	687
FBgn0052532	X	19531851	19547482	-	15632	33	5	88	9	15	3	16	12	6	26	56	66	10	1	0	1	3	3	0	10	0	1	2	4
FBgn0031026	X	19531032	19531742	-	711	1	0	7	1	1	3	0	0	3	2	0	1	0	0	0	0	1	0	0	0	0	0	1	0
FBgn0027291	X	19518428	19521810	-	3383	2536	597	2304	1239	1360	2150	2645	1775	1408	2118	2695	3812	5292	437	1767	2538	5890	2424	3949	2806	1815	1506	2741	2491
FBgn0040890	X	19494420	19494992	-	573	98	39	167	59	68	174	170	132	71	134	186	169	462	78	171	170	418	149	301	173	111	91	149	150
FBgn0031022	X	19493292	19494401	-	1110	32	6	23	17	15	8	24	17	17	21	20	44	124	13	29	40	147	57	72	48	28	27	37	41
FBgn0020261	X	19485759	19492011	-	6253	547	181	739	320	356	634	642	469	366	593	781	923	1152	114	476	789	1854	826	1021	845	598	411	715	700
FBgn0044030	X	19479382	19480238	-	857	192	29	111	144	63	111	108	146	58	78	163	309	559	103	194	181	463	198	355	241	185	161	335	248
FBgn0052533	X	19474156	19479411	-	5256	115	20	131	50	50	89	135	81	62	96	125	184	267	20	73	171	382	159	219	155	120	100	157	159
FBgn0031062	X	19704176	19706417	+	2242	205	67	317	141	164	290	370	266	157	211	275	407	846	62	331	506	970	360	673	403	222	200	349	310
FBgn0031064	X	19718923	19730199	+	11277	9	3	11	1	8	4	8	2	4	8	12	6	11	1	9	7	12	3	5	2	0	2	1	3
FBgn0010380	X	19731004	19734581	+	3578	619	226	940	346	407	696	844	558	459	781	1133	1004	3456	267	1129	2268	5878	2887	3154	2414	2643	1929	3358	3351
FBgn0031065	X	19735570	19740456	+	4887	4	3	1	3	3	1	3	0	2	0	3	4	19	1	2	3	20	4	3	1	2	2	3	3
FBgn0052528	X	19746041	19748458	+	2418	178	71	306	118	138	242	277	164	154	234	347	321	1623	146	474	830	2702	1821	1838	1283	3075	2845	4030	4042
FBgn0031068	X	19748314	19750167	+	1854	166	45	222	92	77	155	173	137	99	138	201	263	526	158	170	191	511	206	325	183	122	210	170	154
FBgn0031069	X	19750770	19759280	+	8511	2513	1194	4986	980	2256	4469	4494	2798	2663	3406	4587	3671	4254	248	2419	1499	4699	2314	2725	4084	2122	1468	3175	3150
FBgn0026174	X	19812729	19813384	+	656	8	1	54	2	6	10	20	8	8	15	26	60	0	3	0	0	0	0	0	9	0	0	12	0
FBgn0026175	X	19816072	19816700	+	629	50	14	154	19	34	14	50	45	20	82	81	161	27	3	0	0	1	0	0	30	0	0	25	2
FBgn0031078	X	19852214	19859379	+	7166	668	147	674	289	370	636	729	585	297	524	736	1108	1738	153	631	1235	2666	1013	1354	1081	564	380	715	685
FBgn0031077	X	19859743	19865524	-	5782	154	33	160	102	114	140	183	182	74	116	188	292	467	53	180	314	605	239	379	268	183	106	234	228
FBgn0031074	X	19823368	19824080	-	713	15	3	33	11	5	2	17	16	3	25	34	71	10	1	0	0	0	0	0	18	0	0	7	1
FBgn0031070	X	19759173	19764874	-	5702	37	11	95	22	23	18	34	17	24	59	71	93	416	53	151	279	760	266	377	236	90	66	128	127
FBgn0042132	X	19741224	19744335	-	3112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040089	X	19706418	19713045	-	6628	259	64	321	155	194	249	287	253	237	305	414	492	375	16	167	128	304	77	168	178	25	30	47	52
FBgn0031061	X	19701927	19704259	-	2333	85	38	217	43	58	112	128	86	67	111	154	202	335	32	106	178	436	204	282	189	242	170	320	295
FBgn0031060	X	19699820	19701755	-	1936	115	23	125	79	63	99	114	104	56	82	147	197	319	20	88	140	351	152	144	148	82	75	124	127
FBgn0031066	X	19740537	19744335	-	3799	3619	1101	3745	2293	2077	3643	3919	2678	2248	3241	4544	4941	7913	1036	2995	2507	6381	2522	4223	3109	1806	1730	3016	2623
FBgn0036936	3L	20106094	20107557	+	1464	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0005198	3L	20129181	20139010	+	9830	398	113	539	186	214	386	421	338	266	436	652	782	882	69	294	567	1376	626	822	635	540	419	728	762
FBgn0036945	3L	20188522	20189779	+	1258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036950	3L	20207534	20209600	+	2067	0	0	0	0	0	1	0	0	0	1	1	2	1	0	0	7	0	1	0	3	1	0	0	0
FBgn0036953	3L	20221814	20223197	+	1384	0	20	0	0	27	1	0	0	0	1	0	0	120	6	5	75	16	218	162	626	7	0	1	15
FBgn0036956	3L	20231669	20233255	+	1587	4	0	6	1	1	0	2	1	1	4	6	11	35	0	9	20	43	8	19	9	13	3	13	7
FBgn0036959	3L	20241267	20245312	+	4046	17	5	24	7	17	32	23	28	10	16	22	37	61	6	26	47	43	33	59	23	9	16	23	24
FBgn0024814	3L	20241053	20243735	+	2683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0052228	3L	20265814	20268800	+	2987	1	2	34	0	2	6	13	0	8	10	10	19	0	0	1	0	0	0	1	7	0	0	3	4
FBgn0036967	3L	20299410	20309511	+	10102	180	49	376	62	131	162	211	118	126	210	235	312	543	46	162	299	659	333	456	315	237	196	420	364
FBgn0036969	3L	20320952	20322358	+	1407	1	0	2	0	1	2	1	2	0	2	1	1	0	0	0	0	1	0	0	0	0	0	1	0
FBgn0036972	3L	20322377	20323209	-	833	0	0	1	0	1	0	0	0	0	1	4	2	1	0	0	0	0	1	2	0	0	0	0	0
FBgn0052225	3L	20304310	20306283	-	1974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0052226	3L	20297129	20302141	-	5013	51	9	102	19	29	37	37	30	31	48	70	90	165	20	69	122	279	158	159	105	107	79	163	169
FBgn0036964	3L	20295802	20296971	-	1170	81	32	132	35	49	85	92	48	65	91	125	174	354	41	100	126	351	161	204	140	133	114	221	218
FBgn0052227	3L	20268859	20295133	-	26275	2	0	7	2	2	3	0	1	2	4	5	6	36	3	2	5	18	13	11	8	8	0	3	4
FBgn0036962	3L	20273389	20275335	-	1947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036958	3L	20233173	20241903	-	8731	293	73	397	150	193	282	307	224	196	312	433	440	983	101	337	632	1523	610	833	619	354	269	437	470
FBgn0036952	3L	20218500	20220420	-	1921	0	62	0	0	92	1	0	2	0	0	0	1	354	17	10	92	42	36	405	6512	52	0	21	8
FBgn0036951	3L	20210292	20212122	-	1831	2	0	0	0	2	0	2	0	1	1	3	1	2	13	0	0	0	2	0	2004	0	0	0	0
FBgn0052224	3L	20207866	20208801	-	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036949	3L	20204309	20206046	-	1738	0	1	0	0	0	1	0	0	2	0	0	0	6	3	7	20	5	10	1	90	45	1	0	1
FBgn0036948	3L	20202070	20203687	-	1618	3	1	10	0	2	0	2	2	0	2	6	5	156	25	14	254	54	944	24	4135	40	5	64	20
FBgn0036947	3L	20200443	20201638	-	1196	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	0	0	0	2	0	0	1	0
FBgn0036942	3L	20139210	20140607	-	1398	141	73	319	80	123	278	248	159	142	220	311	240	192	8	85	49	130	80	73	103	112	79	127	124
FBgn0036941	3L	20132032	20133268	-	1237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036940	3L	20130451	20131743	-	1293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036939	3L	20124298	20127381	-	3084	0	0	8	0	0	0	1	1	0	0	0	0	12	0	5	7	12	1	20	13	1	0	3	5
FBgn0036938	3L	20112265	20112847	-	583	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036937	3L	20108484	20111534	-	3051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036935	3L	20098084	20103827	-	5744	2	0	0	0	0	1	0	0	0	0	1	1	6	0	2	1	2	0	2	1	0	0	0	0
FBgn0036934	3L	20058511	20089007	-	30497	6	1	6	1	4	7	2	0	0	6	1	0	5	2	2	2	14	4	7	6	2	4	4	2
FBgn0036932	3L	20027819	20029020	-	1202	90	52	156	62	47	123	128	90	84	111	152	145	408	35	151	184	518	202	367	242	231	205	304	313
FBgn0036909	3L	19805181	19806932	+	1752	164	28	163	93	71	125	155	119	72	118	136	245	381	43	134	157	321	152	215	141	102	96	192	168
FBgn0024889	3L	19807232	19810398	+	3167	563	185	1193	314	419	634	763	552	405	721	911	1259	1399	82	450	740	1677	804	914	816	727	676	1059	1090
FBgn0052221	3L	19834670	19836413	+	1744	87	33	169	43	70	82	117	80	62	108	127	184	200	23	68	74	211	83	143	136	101	92	143	112
FBgn0001324	3L	19836614	19844944	+	8331	344	103	526	132	200	318	318	224	214	409	495	557	1141	112	407	816	1965	882	1004	749	667	428	769	728
FBgn0020389	3L	19845293	19860925	+	15633	277	156	341	202	283	510	652	364	213	313	611	465	660	53	245	532	768	440	431	390	217	196	343	320
FBgn0036913	3L	19871139	19881783	+	10645	262	66	438	125	173	270	286	221	185	331	402	508	1672	133	517	1230	3079	1417	1745	1229	1194	784	1503	1583
FBgn0036915	3L	19910300	19912504	+	2205	187	75	341	100	154	222	256	167	146	236	319	365	779	64	253	403	899	424	582	381	277	242	484	439
FBgn0028695	3L	19915051	19918160	+	3110	2199	691	2646	985	1174	2553	2375	1847	1308	1950	2865	3318	4973	446	1809	2932	6603	2859	3932	3067	2263	1708	3368	3201
FBgn0036918	3L	19923671	19924688	+	1018	276	120	435	124	209	306	384	245	178	266	495	599	1331	196	331	500	1235	757	899	603	1143	1097	1873	1795
FBgn0036919	3L	19924943	19927175	+	2233	1076	485	1842	448	816	1647	1824	1286	909	1399	2269	1752	2827	162	1039	1097	2641	1154	1651	1443	875	712	1378	1308
FBgn0036921	3L	19928743	19932930	+	4188	196	122	568	100	222	384	349	185	190	337	474	380	8207	801	1861	4372	11660	7539	8025	5181	11971	9552	20738	20465
FBgn0004852	3L	19939287	19977960	+	38674	341	102	445	193	269	456	409	295	180	300	383	411	280	11	123	130	388	105	256	228	78	59	84	111
FBgn0036923	3L	19981685	19984191	+	2507	10	3	40	5	4	5	12	3	4	21	19	32	0	1	0	0	3	0	0	10	0	0	1	5
FBgn0036925	3L	19986093	19988072	+	1980	11	8	130	0	7	26	26	14	15	38	41	41	0	2	0	0	0	0	0	23	0	0	11	0
FBgn0036926	3L	19991887	19996269	+	4383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0013303	3L	19991887	19997568	+	5682	66	26	163	33	56	99	133	56	63	103	147	185	399	62	91	192	448	205	266	235	195	143	340	302
FBgn0036928	3L	20000644	20002446	+	1803	885	210	882	593	423	735	1051	720	415	582	892	1579	2390	207	787	1006	2250	945	1621	1184	839	839	1427	1245
FBgn0036929	3L	20002736	20004834	+	2099	228	108	537	118	196	361	392	185	216	322	578	500	1030	109	244	499	1007	617	635	572	1138	931	1773	1733
FBgn0036931	3L	20024687	20027835	-	3149	31	21	249	3	44	44	53	15	41	97	69	101	23	13	15	18	17	15	9	56	11	2	73	13
FBgn0036927	3L	19997714	20000686	-	2973	6	23	33	33	16	40	11	83	19	66	17	19	216	151	62	116	209	59	128	286	21	10	61	17
FBgn0005633	3L	19989551	19991220	-	1670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0052220	3L	19988027	19988991	-	965	0	0	0	0	0	0	0	0	0	0	1	0	7	1	0	0	0	0	0	1	0	0	1	0
FBgn0036924	3L	19984426	19985868	-	1443	13	13	119	0	11	15	27	11	15	34	35	44	0	4	0	0	0	0	0	19	0	0	17	0
FBgn0036922	3L	19978713	19979812	-	1100	22	6	38	7	18	31	24	14	12	34	41	48	82	7	32	32	78	59	40	35	44	43	81	68
FBgn0052219	3L	19950023	19951135	-	1113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036920	3L	19927194	19928508	-	1315	158	54	196	114	87	150	183	134	94	175	216	296	546	32	151	209	482	289	378	255	236	224	391	355
FBgn0020887	3L	19918242	19923462	-	5221	261	76	459	142	196	308	335	260	171	333	443	539	1195	63	383	709	1780	821	929	727	529	506	816	843
FBgn0014037	3L	19889120	19909410	-	20291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003744	3L	19830864	19834304	-	3441	229	84	404	112	170	280	259	186	173	290	369	421	804	54	270	415	1082	439	614	463	369	355	570	574
FBgn0023094	3L	19813770	19815938	-	2169	23	4	40	6	8	6	21	19	11	23	44	57	69	4	31	75	119	43	49	34	15	15	23	20
FBgn0036910	3L	19810403	19813339	-	2937	49	1	48	37	6	16	31	15	11	17	34	80	16	0	14	6	11	68	18	12	1	0	2	4
FBgn0040786	3L	19806811	19807199	-	389	9	1	11	6	5	10	9	3	6	7	8	15	33	6	21	26	35	17	33	13	22	20	33	19
FBgn0036908	3L	19803738	19805080	-	1343	137	30	166	49	64	143	145	126	88	136	152	225	834	73	249	464	941	414	622	354	234	212	419	368
FBgn0036906	3L	19798975	19801291	-	2317	0	1	5	0	0	0	0	1	0	0	0	3	1	0	0	5	3	1	6	3	0	3	6	0
FBgn0036880	3L	19520945	19527272	+	6328	1	0	4	0	0	2	1	0	0	0	1	1	0	0	2	0	4	0	0	1	4	4	6	4
FBgn0036881	3L	19532743	19538289	+	5547	0	1	1	0	1	3	3	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
FBgn0260461	3L	19545110	19547293	+	2184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036886	3L	19552420	19554767	+	2348	218	58	285	133	171	245	276	249	123	214	233	469	687	48	228	311	634	263	459	327	130	131	264	221
FBgn0036888	3L	19586253	19589111	+	2859	697	222	918	378	453	767	867	673	421	637	912	1333	1709	138	554	856	1900	775	1210	913	615	546	1011	940
FBgn0010417	3L	19599088	19601382	+	2295	126	41	233	74	95	145	138	112	74	153	230	226	451	53	161	263	553	221	333	240	155	156	296	229
FBgn0036890	3L	19601633	19604120	+	2488	0	0	1	1	0	0	3	0	0	0	0	0	3	0	0	0	5	0	0	3	0	0	1	0
FBgn0036891	3L	19606208	19608368	+	2161	608	115	472	287	261	523	522	385	393	521	682	1122	5246	396	1440	2844	6995	2418	4056	2069	889	731	1307	1261
FBgn0036893	3L	19612455	19613489	+	1035	50	14	98	20	22	33	57	36	18	52	83	107	157	26	49	100	154	107	117	97	64	101	141	128
FBgn0029094	3L	19618894	19620398	+	1505	116	37	161	80	93	148	186	135	76	120	203	237	861	70	240	428	1023	460	621	372	374	313	667	603
FBgn0036895	3L	19620502	19624309	+	3808	18	6	164	2	30	33	41	5	28	55	56	74	13	4	3	9	9	6	12	33	4	0	29	2
FBgn0004623	3L	19687637	19689992	+	2356	0	0	2	21	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0
FBgn0036905	3L	19760409	19761817	+	1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036899	3L	19650506	19664104	-	13599	4	2	5	1	0	3	0	1	2	3	3	1	14	3	3	4	17	4	2	6	0	2	2	1
FBgn0022774	3L	19647280	19649851	-	2572	1304	552	2554	266	1260	5317	1342	914	883	1020	3990	1149	1706	149	620	1246	1874	858	1280	1160	403	467	646	552
FBgn0036897	3L	19637207	19642816	-	5610	82	34	300	32	70	85	129	55	65	150	173	211	270	22	67	163	381	212	220	218	190	144	322	280
FBgn0036896	3L	19624406	19635783	-	11378	198	59	220	108	125	221	177	122	134	229	241	256	628	37	147	353	994	592	646	466	988	780	1542	1552
FBgn0036892	3L	19607857	19612199	-	4343	1022	252	1292	579	468	731	822	631	533	808	1045	1880	1387	116	484	784	1532	717	1036	892	695	597	1146	1070
FBgn0020277	3L	19604398	19606090	-	1693	1	0	3	0	0	1	0	0	1	2	1	5	16	1	2	15	15	11	14	9	4	4	8	7
FBgn0005386	3L	19590773	19598755	-	7983	201	53	559	84	110	224	236	166	166	335	360	449	517	31	188	351	863	338	488	464	245	175	358	315
FBgn0036889	3L	19589072	19590524	-	1453	80	20	96	64	47	84	89	86	30	78	72	158	252	26	79	154	253	115	174	116	76	84	131	124
FBgn0036887	3L	19585093	19586003	-	911	413	94	416	211	226	320	454	258	211	310	407	599	782	114	243	287	659	299	391	351	335	315	559	522
FBgn0005564	3L	19566851	19584568	-	17718	11	0	15	4	9	4	9	3	6	7	12	8	30	0	8	14	21	10	16	19	1	5	7	7
FBgn0036882	3L	19538425	19544205	-	5781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0040075	3L	19255340	19257111	+	1772	411	128	729	215	278	376	567	440	218	428	488	909	1698	169	629	943	2058	888	1378	745	609	461	1012	844
FBgn0036856	3L	19263766	19266838	+	3073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036859	3L	19269351	19274168	+	4818	0	0	0	0	2	2	0	3	1	2	2	0	1	0	0	0	0	0	0	0	2	0	0	0
FBgn0036860	3L	19275791	19279919	+	4129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0028380	3L	19294564	19298830	+	4267	99	32	247	46	70	117	130	80	72	142	189	221	574	36	184	310	934	380	653	363	497	337	723	654
FBgn0036868	3L	19387580	19390033	+	2454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0053255	3L	19423758	19424146	+	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0052205	3L	19420390	19424183	-	3794	6	2	11	4	2	4	7	7	2	7	12	15	33	0	7	9	33	8	20	12	6	2	4	16
FBgn0003089	3L	19298623	19337609	-	38987	157	42	21	115	114	218	324	234	2	93	181	6	8	1	4	15	37	7	17	11	7	6	5	5
FBgn0036862	3L	19281364	19292766	-	11403	35	88	665	19	88	395	206	51	135	239	531	83	228	24	71	133	366	120	245	283	36	46	40	42
FBgn0036861	3L	19280120	19280800	-	681	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
FBgn0036858	3L	19269772	19270642	-	871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036857	3L	19266473	19268913	-	2441	2118	719	3680	1836	1776	3044	3321	2415	1787	2550	3821	4125	5741	291	2247	2212	3518	1442	1980	2041	302	312	541	421
FBgn0017578	3L	19262232	19264184	-	1953	224	45	180	111	89	181	197	140	95	166	206	278	645	63	174	313	690	270	488	264	243	166	354	340
FBgn0026630	3L	19257282	19260679	-	3398	405	84	457	149	193	265	387	216	191	340	406	661	1212	107	310	610	1738	961	1033	912	1715	1238	2987	2856
FBgn0036853	3L	19253290	19255061	-	1772	205	39	169	148	104	137	215	163	73	156	204	376	534	69	172	192	427	221	354	237	134	161	255	237
FBgn0036834	3L	18950629	18955406	+	4778	1	1	4	2	1	1	2	1	0	1	1	4	4	1	2	0	1	1	2	6	0	0	0	1
FBgn0036835	3L	18984961	18985634	+	674	0	0	23	0	2	0	0	0	1	2	2	1	2	1	0	21	0	0	1	2	0	0	1	0
FBgn0036843	3L	19063165	19066151	+	2987	65	15	113	28	30	55	130	44	34	73	50	33	443	64	96	295	678	344	378	222	480	425	593	540
FBgn0036846	3L	19092670	19094760	+	2091	120	33	161	52	59	151	125	76	81	125	213	221	452	38	118	202	566	276	321	220	264	202	359	403
FBgn0036849	3L	19097999	19099064	+	1066	0	0	8	0	1	0	0	0	1	0	0	1	125	5	31	47	163	45	71	46	3	7	15	7
FBgn0016797	3L	19140975	19235373	-	94399	917	309	1389	394	723	1672	1395	1035	1063	1677	1843	2370	1029	56	301	261	512	199	305	683	94	84	152	181
FBgn0052203	3L	19128450	19129665	-	1216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0036851	3L	19105381	19138975	-	33595	2	1	2	0	0	2	0	0	0	1	19	2	12	0	2	4	13	7	14	14	0	1	2	1
FBgn0036850	3L	19099123	19100363	-	1241	15	5	65	9	19	26	32	20	13	33	64	66	206	9	67	116	292	91	136	85	41	28	85	48
FBgn0036848	3L	19096399	19097709	-	1311	239	97	311	108	138	311	340	277	159	226	352	400	2232	166	665	1075	2918	968	1411	924	259	224	388	406
FBgn0036847	3L	19094890	19096217	-	1328	146	45	212	59	96	180	196	107	86	121	233	223	770	90	235	311	828	373	474	322	185	181	328	350
FBgn0036844	3L	19066155	19086426	-	20272	66	20	100	32	60	119	63	51	60	98	109	122	293	18	55	153	330	144	172	142	89	91	151	151
FBgn0036842	3L	19059400	19062816	-	3417	182	80	372	83	131	311	293	202	179	279	361	294	1014	66	266	531	1286	587	722	532	502	440	773	737
FBgn0015586	3L	19050757	19052026	-	1270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FBgn0002945	3L	19003741	19045449	-	41709	23	6	47	12	14	32	31	10	24	41	38	72	34	7	17	17	72	12	30	30	22	4	10	10
FBgn0036839	3L	19000985	19003252	-	2268	3	2	18	2	3	6	6	6	11	10	10	24	15	3	16	11	24	4	36	15	2	1	5	0
FBgn0036838	3L	18997875	19000608	-	2734	172	39	195	104	144	163	260	202	104	189	199	315	454	25	201	297	571	188	343	250	87	80	144	167
FBgn0036837	3L	18990026	18998283	-	8258	10186	3127	14672	5327	5849	6005	10785	13193	8999	11978	15505	20397	14075	253	7466	2339	5503	1982	3966	9088	849	840	1555	1298
FBgn0036836	3L	18985905	18988323	-	2419	100	19	51	11	61	26	90	23	32	42	98	56	24	2	33	14	23	11	16	19	7	6	9	12
FBgn0052204	3L	18922419	18946038	-	23620	0	1	3	0	0	0	2	1	3	1	0	2	4	1	1	0	3	2	4	3	2	0	1	3
FBgn0036833	3L	18920430	18922108	-	1679	7	71	4	7	119	4	14	10	8	8	16	14	76	6	372	78	131	8	643	1402	74	5	17	10
FBgn0036801	3L	18625959	18667177	+	41219	32	10	75	25	31	30	41	34	25	57	61	83	292	35	99	194	556	226	223	426	83	58	144	153
FBgn0040323	3L	18675800	18677876	+	2077	376	88	363	118	206	424	333	221	245	324	418	443	778	62	235	367	652	239	291	285	134	108	145	146
FBgn0036807	3L	18694187	18695648	+	1462	10	2	102	0	12	15	27	7	8	33	26	63	0	3	0	0	0	0	0	19	0	0	3	0
FBgn0036810	3L	18744488	18745699	+	1212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0
FBgn0036811	3L	18745856	18746623	+	768	62	22	87	37	32	54	59	41	35	57	74	83	263	24	89	121	301	100	202	106	79	59	107	97
FBgn0036813	3L	18748687	18750483	+	1797	267	110	510	124	233	424	388	249	199	364	566	499	790	54	311	321	808	373	548	467	325	328	525	449
